# shortcode,# animated,# emoji-ordering.txt,# group-variant,# emoticon,# tone-group
:steaming-bowl:,1,1F35C ; fully-qualified # 🍜 steaming bowl,,,
:oyster:,,1F9AA ; fully-qualified # 🦪 oyster,,,
:lobster:,1,1F99E ; fully-qualified # 🦞 lobster,,,
:sushi:,,1F363 ; fully-qualified # 🍣 sushi,,,
:fried-shrimp:,,1F364 ; fully-qualified # 🍤 fried shrimp,,,
:takeout-box:,,1F961 ; fully-qualified # 🥡 takeout box,,,
:cooked-rice:,,1F35A ; fully-qualified # 🍚 cooked rice,,,
:bento-box:,,1F371 ; fully-qualified # 🍱 bento box,,,
:dumpling:,,1F95F ; fully-qualified # 🥟 dumpling,,,
:oden:,,1F362 ; fully-qualified # 🍢 oden,,,
:rice-ball:,,1F359 ; fully-qualified # 🍙 rice ball,,,
:rice-cracker:,,1F358 ; fully-qualified # 🍘 rice cracker,,,
:fish-cake-with-swirl:,,1F365 ; fully-qualified # 🍥 fish cake with swirl,,,
:dango:,,1F361 ; fully-qualified # 🍡 dango,,,
:fortune-cookie:,,1F960 ; fully-qualified # 🥠 fortune cookie,,,
:moon-cake:,,1F96E ; fully-qualified # 🥮 moon cake,,,
,,,,,
,,# subgroup: food-sweet,,,
:shaved-ice:,,1F367 ; fully-qualified # 🍧 shaved ice,,,
:ice-cream:,,1F368 ; fully-qualified # 🍨 ice cream,,,
:soft-ice-cream:,,1F366 ; fully-qualified # 🍦 soft ice cream,,,
:pie:,,1F967 ; fully-qualified # 🥧 pie,,,
:shortcake:,,1F370 ; fully-qualified # 🍰 shortcake,,,
:custard:,,1F36E ; fully-qualified # 🍮 custard,,,
:birthday-cake:,,1F382 ; fully-qualified # 🎂 birthday cake,,,
:cupcake:,,1F9C1 ; fully-qualified # 🧁 cupcake,,,
:lollipop:,,1F36D ; fully-qualified # 🍭 lollipop,,,
:candy:,,1F36C ; fully-qualified # 🍬 candy,,,
:chocolate-bar:,,1F36B ; fully-qualified # 🍫 chocolate bar,,,
:doughnut:,,1F369 ; fully-qualified # 🍩 doughnut,,,
:cookie:,,1F36A ; fully-qualified # 🍪 cookie,,,
:honey-pot:,,1F36F ; fully-qualified # 🍯 honey pot,,,
:salt:,,1F9C2 ; fully-qualified # 🧂 salt,,,
:butter:,,1F9C8 ; fully-qualified # 🧈 butter,,,
:popcorn:,1,1F37F ; fully-qualified # 🍿 popcorn,,,
,,,,,
,,# subgroup: drink,,,
:ice-cube:,,1F9CA ; fully-qualified # 🧊 ice cube,,,
:jar:,,1FAD9 ; fully-qualified # 🫙 jar,,,
:cup-with-straw:,,1F964 ; fully-qualified # 🥤 cup with straw,,,
":bubble-tea:,:milk-tea:",,1F9CB ; fully-qualified # 🧋 E13.0 bubble tea,,,
:beverage-box:,,1F9C3 ; fully-qualified # 🧃 beverage box,,,
:glass-of-milk:,,1F95B ; fully-qualified # 🥛 glass of milk,,,
:baby-bottle:,,1F37C ; fully-qualified # 🍼 baby bottle,,,
:teacup-without-handle:,,1F375 ; fully-qualified # 🍵 teacup without handle,,,
:hot-beverage:,1,2615 ; fully-qualified # ☕ hot beverage,,,
:teapot:,,1FAD6 ; fully-qualified # 🫖 teapot,,,
:mate:,,1F9C9 ; fully-qualified # 🧉 mate,,,
:beer-mug:,,1F37A ; fully-qualified # 🍺 beer mug,,,
:clinking-beer-mugs:,1,1F37B ; fully-qualified # 🍻 clinking beer mugs,,,
:clinking-glasses:,1,1F942 ; fully-qualified # 🥂 clinking glasses,,,
:bottle-with-popping-cork:,1,1F37E ; fully-qualified # 🍾 bottle with popping cork,,,
:wine-glass:,1,1F377 ; fully-qualified # 🍷 wine glass,,,
:tumbler-glass:,,1F943 ; fully-qualified # 🥃 tumbler glass,,,
:pour:,1,1FAD7 ; fully-qualified     # 🫗 E14.0 pouring liquid				,,,
:cocktail-glass:,,1F378 ; fully-qualified # 🍸 cocktail glass,,,
:tropical-drink:,1,1F379 ; fully-qualified # 🍹 tropical drink,,,
:sake:,,1F376 ; fully-qualified # 🍶 sake,,,
,,,,,
,,# subgroup: dishware,,,
:chopsticks:,,1F962 ; fully-qualified # 🥢 chopsticks,,,
:fork-and-knife:,,1F374 ; fully-qualified # 🍴 fork and knife,,,
:spoon:,,1F944 ; fully-qualified # 🥄 spoon,,,
:kitchen-knife:,,1F52A ; fully-qualified # 🔪 kitchen knife,,,
:fork-and-knife-with-plate:,,1F37D FE0F ; fully-qualified # 🍽️ fork and knife with plate,,,
:fork-and-knife-with-plate:,,1F37D ; non-fully-qualified # 🍽 fork and knife with plate,,,
,,,,,
,,# group: Travel and places,,,
,,# subgroup: transport-symbols,,,
:stop-sign:,,1F6D1 ; fully-qualified # 🛑 stop sign,,,
:construction:,1,1F6A7 ; fully-qualified # 🚧 construction,,,
:police-car-light:,1,1F6A8 ; fully-qualified # 🚨 police car light,,,
:fuel-pump:,,26FD ; fully-qualified # ⛽ fuel pump,,,
:oil-drum:,,1F6E2 FE0F ; fully-qualified # 🛢️ oil drum,,,
:oil-drum:,,1F6E2 ; non-fully-qualified # 🛢 oil drum,,,
:compass:,,1F9ED ; fully-qualified # 🧭 compass,,,
:wheel:,,1F6DE ; fully-qualified     # 🛞 E14.0 wheel,,,
:ring-buoy:,,1F6DF ; fully-qualified     # 🛟 E14.0 ring buoy,,,
:anchor:,,2693 ; fully-qualified # ⚓ anchor,,,
:bus-stop:,,1F68F ; fully-qualified # 🚏 bus stop,,,
:metro:,,1F687 ; fully-qualified # 🚇 metro,,,
:horizontal-traffic-light:,,1F6A5 ; fully-qualified # 🚥 horizontal traffic light,,,
:vertical-traffic-light:,,1F6A6 ; fully-qualified # 🚦 vertical traffic light,,,
,,,,,
,,# subgroup: transport-commute,,,
:kick-scooter:,,1F6F4 ; fully-qualified # 🛴 kick scooter,,,
:manual-wheelchair:,,1F9BD ; fully-qualified # 🦽 manual wheelchair,,,
:motorized-wheelchair:,,1F9BC ; fully-qualified # 🦼 motorized wheelchair,,,
:crutch:,,1FA7C ; fully-qualified # 🩼  crutch                                ,,,
:bicycle:,1,1F6B2 ; fully-qualified # 🚲 bicycle,,,
:motor-scooter:,,1F6F5 ; fully-qualified # 🛵 motor scooter,,,
:motorcycle:,,1F3CD FE0F ; fully-qualified # 🏍️ motorcycle,,,
:motorcycle:,,1F3CD ; non-fully-qualified # 🏍 motorcycle,,,
:sport-utility-vehicle:,,1F699 ; fully-qualified # 🚙 sport utility vehicle,,,
:automobile:,1,1F697 ; fully-qualified # 🚗 automobile,,,
:pickup-truck:,,1F6FB ; fully-qualified # 🛻 E13.0 pickup truck,,,
:minibus:,,1F690 ; fully-qualified # 🚐 minibus,,,
:delivery-truck:,,1F69A ; fully-qualified # 🚚 delivery truck,,,
:articulated-lorry:,,1F69B ; fully-qualified # 🚛 articulated lorry,,,
:tractor:,,1F69C ; fully-qualified # 🚜 tractor,,,
:racing-car:,1,1F3CE FE0F ; fully-qualified # 🏎️ racing car,,,
:racing-car:,1,1F3CE ; non-fully-qualified # 🏎 racing car,,,
:fire-engine:,,1F692 ; fully-qualified # 🚒 fire engine,,,
:ambulance:,,1F691 ; fully-qualified # 🚑 ambulance,,,
:police-car:,,1F693 ; fully-qualified # 🚓 police car,,,
:taxi:,1,1F695 ; fully-qualified # 🚕 taxi,,,
:auto-rickshaw:,,1F6FA ; fully-qualified # 🛺 auto rickshaw,,,
:bus:,1,1F68C ; fully-qualified # 🚌 bus,,,
:light-rail:,,1F688 ; fully-qualified # 🚈 light rail,,,
:monorail:,,1F69D ; fully-qualified # 🚝 monorail,,,
:bullet-train:,,1F685 ; fully-qualified # 🚅 bullet train,,,
:high-speed-train:,,1F684 ; fully-qualified # 🚄 high-speed train,,,
:locomotive:,,1F682 ; fully-qualified # 🚂 locomotive,,,
:railway-car:,,1F683 ; fully-qualified # 🚃 railway car,,,
:tram-car:,,1F68B ; fully-qualified # 🚋 tram car,,,
:trolleybus:,,1F68E ; fully-qualified # 🚎 trolleybus,,,
:mountain-railway:,,1F69E ; fully-qualified # 🚞 mountain railway,,,
:tram:,,1F68A ; fully-qualified # 🚊 tram,,,
:station:,,1F689 ; fully-qualified # 🚉 station,,,
:bus-front:,,1F68D ; fully-qualified # 🚍 oncoming bus,,,
:police-car-front:,,1F694 ; fully-qualified # 🚔 oncoming police car,,,
:automobile-front:,,1F698 ; fully-qualified # 🚘 oncoming automobile,,,
:taxi-front:,,1F696 ; fully-qualified # 🚖 oncoming taxi,,,
:train:,,1F686 ; fully-qualified # 🚆 train,,,
,,,,,
,,# subgroup: transport-water,,,
:ship:,,1F6A2 ; fully-qualified # 🚢 ship,,,
:passenger-ship:,,1F6F3 FE0F ; fully-qualified # 🛳️ passenger ship,,,
:passenger-ship:,,1F6F3 ; non-fully-qualified # 🛳 passenger ship,,,
:motor-boat:,,1F6E5 FE0F ; fully-qualified # 🛥️ motor boat,,,
:motor-boat:,,1F6E5 ; non-fully-qualified # 🛥 motor boat,,,
:speedboat:,,1F6A4 ; fully-qualified # 🚤 speedboat,,,
:ferry:,,26F4 FE0F ; fully-qualified # ⛴️ ferry,,,
:ferry:,,26F4 ; non-fully-qualified # ⛴ ferry,,,
:sailboat:,1,26F5 ; fully-qualified # ⛵ sailboat,,,
:canoe:,1,1F6F6 ; fully-qualified # 🛶 canoe,,,
,,,,,
,,# subgroup: transport-air,,,
:suspension-railway:,,1F69F ; fully-qualified # 🚟 suspension railway,,,
:mountain-cableway:,,1F6A0 ; fully-qualified # 🚠 mountain cableway,,,
:aerial-tramway:,,1F6A1 ; fully-qualified # 🚡 aerial tramway,,,
,,,,,
,,# subgroup: transport-flying,,,
:helicopter:,,1F681 ; fully-qualified # 🚁 helicopter,,,
:flying-saucer:,1,1F6F8 ; fully-qualified # 🛸 flying saucer,,,
:rocket:,1,1F680 ; fully-qualified # 🚀 rocket,,,
:airplane:,,2708 FE0F ; fully-qualified # ✈️ airplane,,,
:airplane:,,2708 ; non-fully-qualified # ✈ airplane,,,
:airplane-departure:,1,1F6EB ; fully-qualified # 🛫 airplane departure,,,
:airplane-arrival:,1,1F6EC ; fully-qualified # 🛬 airplane arrival,,,
:small-airplane:,,1F6E9 FE0F ; fully-qualified # 🛩️ small airplane,,,
:small-airplane:,,1F6E9 ; non-fully-qualified # 🛩 small airplane,,,
,,,,,
,,# subgroup: place-other,,,
":slide:, :playground:",,1F6DD ; fully-qualified     # 🛝 playground slide                                ,,,
:roller-coaster:,1,1F3A2 ; fully-qualified # 🎢 roller coaster,,,
:ferris-wheel:,1,1F3A1 ; fully-qualified # 🎡 ferris wheel,,,
:carousel-horse:,,1F3A0 ; fully-qualified # 🎠 carousel horse,,,
:circus-tent:,,1F3AA ; fully-qualified # 🎪 circus tent,,,
:tokyo-tower:,,1F5FC ; fully-qualified # 🗼 Tokyo tower,,,
:statue-of-Liberty:,,1F5FD ; fully-qualified # 🗽 Statue of Liberty,,,
:moai:,,1F5FF ; fully-qualified # 🗿 moai,,,
:mount-fuji:,,1F5FB ; fully-qualified # 🗻 mount fuji,,,
:classical-building:,,1F3DB FE0F ; fully-qualified # 🏛️ classical building,,,
:classical-building:,,1F3DB ; non-fully-qualified # 🏛 classical building,,,
:barber-pole:,,1F488 ; fully-qualified # 💈 barber pole,,,
:fountain:,,26F2 ; fully-qualified # ⛲ fountain,,,
,,,,,
,,# subgroup: place-religious,,,
:shinto-shrine:,,26E9 FE0F ; fully-qualified # ⛩️ shinto shrine,,,
:shinto-shrine:,,26E9 ; non-fully-qualified # ⛩ shinto shrine,,,
:synagogue:,,1F54D ; fully-qualified # 🕍 synagogue,,,
:mosque:,,1F54C ; fully-qualified # 🕌 mosque,,,
:kaaba:,,1F54B ; fully-qualified # 🕋 kaaba,,,
:hindu-temple:,,1F6D5 ; fully-qualified # 🛕 hindu temple,,,
:church:,,26EA ; fully-qualified # ⛪ church,,,
,,,,,
,,# subgroup: place-building,,,
:wedding:,,1F492 ; fully-qualified # 💒 wedding,,,
:love-hotel:,,1F3E9 ; fully-qualified # 🏩 love hotel,,,
:Japanese-castle:,,1F3EF ; fully-qualified # 🏯 Japanese castle,,,
:castle:,,1F3F0 ; fully-qualified # 🏰 castle,,,
:construction-building:,,1F3D7 ; non-fully-qualified # 🏗 building construction,,,
:construction-building:,,1F3D7 FE0F ; fully-qualified # 🏗️ building construction,,,
:office-building:,,1F3E2 ; fully-qualified # 🏢 office building,,,
:factory:,,1F3ED ; fully-qualified # 🏭 factory,,,
:department-store:,,1F3EC ; fully-qualified # 🏬 department store,,,
:convenience-store:,,1F3EA ; fully-qualified # 🏪 convenience store,,,
:stadium:,,1F3DF FE0F ; fully-qualified # 🏟️ stadium,,,
:stadium:,,1F3DF ; non-fully-qualified # 🏟 stadium,,,
:bank:,,1F3E6 ; fully-qualified # 🏦 bank,,,
:school:,,1F3EB ; fully-qualified # 🏫 school,,,
:hotel:,,1F3E8 ; fully-qualified # 🏨 hotel,,,
:Japanese-post-office:,,1F3E3 ; fully-qualified # 🏣 Japanese post office,,,
:post-office:,,1F3E4 ; fully-qualified # 🏤 post office,,,
:hospital:,,1F3E5 ; fully-qualified # 🏥 hospital,,,
:derelict-house:,,1F3DA FE0F ; fully-qualified # 🏚️ derelict house,,,
:derelict-house:,,1F3DA ; non-fully-qualified # 🏚 derelict house,,,
:house:,,1F3E0 ; fully-qualified # 🏠 house,,,
:house-with-garden:,,1F3E1 ; fully-qualified # 🏡 house with garden,,,
:houses:,,1F3D8 FE0F ; fully-qualified # 🏘️ houses,,,
:houses:,,1F3D8 ; non-fully-qualified # 🏘 houses,,,
:hut:,,1F6D6 ; fully-qualified # 🛖 hut,,,
:tent:,,26FA ; fully-qualified # ⛺ tent,,,
:camping:,1,1F3D5 FE0F ; fully-qualified # 🏕️ camping,,,
:camping:,1,1F3D5 ; non-fully-qualified # 🏕 camping,,,
:umbrella-on-ground:,,26F1 FE0F ; fully-qualified # ⛱️ umbrella on ground,,,
:umbrella-on-ground:,,26F1 ; non-fully-qualified # ⛱ umbrella on ground,,,
,,,,,
,,# subgroup: nature-city,,,
:cityscape:,,1F3D9 FE0F ; fully-qualified # 🏙️ cityscape,,,
:cityscape:,,1F3D9 ; non-fully-qualified # 🏙 cityscape,,,
:sunset-cityscape:,,1F306 ; fully-qualified # 🌆 cityscape at dusk,,,
:sunset:,,1F307 ; fully-qualified # 🌇 sunset,,,
:night-with-stars:,,1F303 ; fully-qualified # 🌃 night with stars,,,
:bridge-at-night:,,1F309 ; fully-qualified # 🌉 bridge at night,,,
:foggy:,,1F301 ; fully-qualified # 🌁 foggy,,,
,,,,,
,,# subgroup: place-travel,,,
:railway-track:,,1F6E4 FE0F ; fully-qualified # 🛤️ railway track,,,
:railway-track:,,1F6E4 ; non-fully-qualified # 🛤 railway track,,,
:motorway:,,1F6E3 FE0F ; fully-qualified # 🛣️ motorway,,,
:motorway:,,1F6E3 ; non-fully-qualified # 🛣 motorway,,,
:map-of-Japan:,,1F5FE ; fully-qualified # 🗾 map of Japan,,,
:world-map:,,1F5FA FE0F ; fully-qualified # 🗺️ world map,,,
:world-map:,,1F5FA ; non-fully-qualified # 🗺 world map,,,
:globe-with-meridians:,,1F310 ; fully-qualified # 🌐 globe with meridians,,,
:seat:,,1F4BA ; fully-qualified # 💺 seat,,,
:luggage:,,1F9F3 ; fully-qualified # 🧳 luggage,,,
,,,,,
,,# group: Activities and events,,,
,,# subgroup: event,,,
:party-popper:,1,1F389 ; fully-qualified # 🎉 party popper,,,
:confetti-ball:,1,1F38A ; fully-qualified # 🎊 confetti ball,,,
:balloon:,1,1F388 ; fully-qualified # 🎈 balloon,,,
:birthday-cake:,1,1F382 ; fully-qualified # 🎂 birthday cake,,,
:ribbon:,,1F380 ; fully-qualified # 🎀 ribbon,,,
:wrapped-gift:,1,1F381 ; fully-qualified # 🎁 wrapped gift,,,
:sparkler:,,1F387 ; fully-qualified # 🎇 sparkler,,,
:fireworks:,1,1F386 ; fully-qualified # 🎆 fireworks,,,
:firecracker:,,1F9E8 ; fully-qualified # 🧨 firecracker,,,
:red-envelope:,,1F9E7 ; fully-qualified # 🧧 red envelope,,,
:diya-lamp:,,1FA94 ; fully-qualified # 🪔 diya lamp,,,
:piñata:,1,1FA85 ; fully-qualified # 🪅 piñata,,,
":mirror-ball:,:disco-ball:",1,1FAA9 ; fully-qualified # 🪩  mirror ball,,,
:wind-chime:,,1F390 ; fully-qualified # 🎐 wind chime,,,
:carp-streamer:,,1F38F ; fully-qualified # 🎏 carp streamer,,,
:Japanese-dolls:,,1F38E ; fully-qualified # 🎎 Japanese dolls,,,
:moon-viewing-ceremony:,,1F391 ; fully-qualified # 🎑 moon viewing ceremony,,,
:pine-decoration:,,1F38D ; fully-qualified # 🎍 pine decoration,,,
:tanabata-tree:,,1F38B ; fully-qualified # 🎋 tanabata tree,,,
:Christmas-tree:,,1F384 ; fully-qualified # 🎄 Christmas tree,,,
:jack-o-lantern:,,1F383 ; fully-qualified # 🎃 jack-o-lantern,,,
,,,,,
,,# subgroup: award-medal,,,
:reminder-ribbon:,,1F397 FE0F ; fully-qualified # 🎗️ reminder ribbon,,,
:reminder-ribbon:,,1F397 ; non-fully-qualified # 🎗 reminder ribbon,,,
":gold-medal:,:1st-place-medal:",1,1F947 ; fully-qualified # 🥇 1st place medal,,,
":silver-medal:,:2nd-place-medal:",1,1F948 ; fully-qualified # 🥈 2nd place medal,,,
":bronze-medal:,:3rd-place-medal:",1,1F949 ; fully-qualified # 🥉 3rd place medal,,,
:medal:,,1F3C5 ; fully-qualified # 🏅 sports medal,,,
:military-medal:,,1F396 FE0F ; fully-qualified # 🎖️ military medal,,,
:military-medal:,,1F396 ; non-fully-qualified # 🎖 military medal,,,
:trophy:,1,1F3C6 ; fully-qualified # 🏆 trophy,,,
:loudspeaker:,,1F4E2 ; fully-qualified # 📢 loudspeaker,,,
,,,,,
,,# subgroup: sport,,,
:soccer-ball:,1,26BD ; fully-qualified # ⚽ soccer ball,,,
:baseball:,1,26BE ; fully-qualified # ⚾ baseball,,,
:softball:,1,1F94E ; fully-qualified # 🥎 softball,,,
:basketball:,,1F3C0 ; fully-qualified # 🏀 basketball,,,
:volleyball:,,1F3D0 ; fully-qualified # 🏐 volleyball,,,
:american-football:,,1F3C8 ; fully-qualified # 🏈 american football,,,
:rugby-football:,,1F3C9 ; fully-qualified # 🏉 rugby football,,,
:goal-net:,,1F945 ; fully-qualified # 🥅 goal net,,,
:tennis:,1,1F3BE ; fully-qualified # 🎾 tennis,,,
:badminton:,1,1F3F8 ; fully-qualified # 🏸 badminton,,,
:lacrosse:,1,1F94D ; fully-qualified # 🥍 lacrosse,,,
:cricket-game:,1,1F3CF ; fully-qualified # 🏏 cricket game,,,
:field-hockey:,1,1F3D1 ; fully-qualified # 🏑 field hockey,,,
:ice-hockey:,1,1F3D2 ; fully-qualified # 🏒 ice hockey,,,
:curling-stone:,,1F94C ; fully-qualified # 🥌 curling stone,,,
:sled:,,1F6F7 ; fully-qualified # 🛷 sled,,,
:skis:,,1F3BF ; fully-qualified # 🎿 skis,,,
:ice-skate:,1,26F8 FE0F ; fully-qualified # ⛸️ ice skate,,,
:ice-skate:,1,26F8 ; non-fully-qualified # ⛸ ice skate,,,
:roller-skates:,1,1F6FC ; fully-qualified # 🛼 E13.0 roller skate,,,
:ballet-shoes:,1,1FA70 ; fully-qualified # 🩰 ballet shoes,,,
:skateboard:,1,1F6F9 ; fully-qualified # 🛹 skateboard,,,
:flag-in-hole:,1,26F3 ; fully-qualified # ⛳ flag in hole,,,
":direct-hit:,:target:",1,1F3AF ; fully-qualified # 🎯 direct hit,,,
:bow-and-arrow:,,1F3F9 ; fully-qualified # 🏹 bow and arrow,,,
:flying-disc:,1,1F94F ; fully-qualified # 🥏 flying disc,,,
:boomerang:,1,1FA83 ; fully-qualified # 🪃 boomerang,,,
:kite:,1,1FA81 ; fully-qualified # 🪁 kite,,,
:fishing-pole:,1,1F3A3 ; fully-qualified # 🎣 fishing pole,,,
:diving-mask:,,1F93F ; fully-qualified # 🤿 diving mask,,,
:one-piece-swimsuit:,,1FA71 ; fully-qualified # 🩱 one-piece swimsuit,,,
:running-shirt:,,1F3BD ; fully-qualified # 🎽 running shirt,,,
:martial-arts-uniform:,1,1F94B ; fully-qualified # 🥋 martial arts uniform,,,
:boxing-glove:,,1F94A ; fully-qualified # 🥊 boxing glove,,,
:8-ball:,1,1F3B1 ; fully-qualified # 🎱 pool 8 ball,,,
:ping-pong:,1,1F3D3 ; fully-qualified # 🏓 ping pong,,,
:bowling:,1,1F3B3 ; fully-qualified # 🎳 bowling,,,
:chess-pawn:,,265F FE0F ; fully-qualified # ♟️ chess pawn,,,
:chess-pawn:,,265F ; non-fully-qualified # ♟ chess pawn,,,
:yo-yo:,,1FA80 ; fully-qualified # 🪀 yo-yo,,,
:jigsaw:,,1F9E9 ; fully-qualified # 🧩 jigsaw,,,
:video-game:,,1F3AE ; fully-qualified # 🎮 video game,,,
:joystick:,,1F579 FE0F ; fully-qualified # 🕹️ joystick,,,
:joystick:,,1F579 ; non-fully-qualified # 🕹 joystick,,,
:alien-monster:,,1F47E ; fully-qualified # 👾 alien monster,,,
:pistol:,,1F52B ; fully-qualified # 🔫 pistol,,,
:die:,1,1F3B2 ; fully-qualified # 🎲 game die,,,
:slot-machine:,1,1F3B0 ; fully-qualified # 🎰 slot machine,,,
:flower-playing-cards:,,1F3B4 ; fully-qualified # 🎴 flower playing cards,,,
:mahjong-red-dragon:,,1F004 ; fully-qualified # 🀄 mahjong red dragon,,,
:joker:,,1F0CF ; fully-qualified # 🃏 joker,,,
:wand:,1,1FA84 ; fully-qualified # 🪄 magic wand,,,
:game-die:,,1F3A9 ; fully-qualified # 🎩 top hat,,,
,,,,,
,,# subgroup: arts,,,
:camera:,,1F4F7 ; fully-qualified # 📷 camera,,,
:camera-flash:,1,1F4F8 ; fully-qualified # 📸 camera with flash,,,
:framed-picture:,,1F5BC FE0F ; fully-qualified # 🖼️ framed picture,,,
:framed-picture:,,1F5BC ; non-fully-qualified # 🖼 framed picture,,,
:artist-palette:,,1F3A8 ; fully-qualified # 🎨 artist palette,,,
:splatter:,1,1FADF ; fully-qualified     # 🫟 E16.0 splatter,,,
:paintbrush:,,1F58C FE0F ; fully-qualified # 🖌️ paintbrush,,,
:paintbrush:,,1F58C ; unqualified # 🖌 paintbrush,,,
:crayon:,,1F58D FE0F ; fully-qualified # 🖍️ crayon,,,
:crayon:,,1F58D ; unqualified # 🖍 crayon,,,
:needle:,,1FAA1 ; fully-qualified # sewing needle,,,
:thread:,,1F9F5 ; fully-qualified # 🧵 thread,,,
:yarn:,,1F9F6 ; fully-qualified # 🧶 yarn,,,
,,,,,
,,# subgroup: music,,,
":piano:, :musical-keyboard:",,1F3B9 ; fully-qualified # 🎹 musical keyboard,,,
:saxophone:,1,1F3B7 ; fully-qualified # 🎷 saxophone,,,
:trumpet:,1,1F3BA ; fully-qualified # 🎺 trumpet,,,
:trombone:,,1FA8A ; fully-qualified     # 🪊 E17.0 trombone,,,
:guitar:,,1F3B8 ; fully-qualified # 🎸 guitar,,,
:banjo:,,1FA95 ; fully-qualified # 🪕 banjo,,,
:violin:,1,1F3BB ; fully-qualified # 🎻 violin,,,
:harp:,1,1FA89 ; fully-qualified     # 🪉 E16.0 harp,,,
:long-drum:,,1FA98 ; fully-qualified # 🪘 long drum,,,
:drum:,1,1F941 ; fully-qualified # 🥁 drum,,,
:maracas:,1,1FA87 ; fully-qualified     # 🪇 E15.0 maracas,,,
:flute:,,1FA88 ; fully-qualified     # 🪈 E15.0 flute,,,
:accordion:,,1FA97 ; fully-qualified # 🪗 E13.0 accordion,,,
:microphone:,,1F3A4 ; fully-qualified # 🎤 microphone,,,
:headphone:,,1F3A7 ; fully-qualified # 🎧 headphone,,,
:level-slider:,,1F39A FE0F ; fully-qualified # 🎚️ level slider,,,
:level-slider:,,1F39A ; non-fully-qualified # 🎚 level slider,,,
:control-knobs:,,1F39B FE0F ; fully-qualified # 🎛️ control knobs,,,
:control-knobs:,,1F39B ; non-fully-qualified # 🎛 control knobs,,,
:studio-microphone:,,1F399 FE0F ; fully-qualified # 🎙️ studio microphone,,,
:studio-microphone:,,1F399 ; non-fully-qualified # 🎙 studio microphone,,,
:videocassette:,,1F4FC ; fully-qualified # 📼 videocassette,,,
:radio:,,1F4FB ; fully-qualified # 📻 radio,,,
:television:,,1F4FA ; fully-qualified # 📺 television,,,
:video-camera:,,1F4F9 ; fully-qualified # 📹 video camera,,,
:film-projector:,,1F4FD FE0F ; fully-qualified # 📽️ film projector,,,
:film-projector:,,1F4FD ; non-fully-qualified # 📽 film projector,,,
:movie-camera:,,1F3A5 ; fully-qualified # 🎥 movie camera,,,
:film:,,1F39E FE0F ; fully-qualified # 🎞️ film frames,,,
:film:,,1F39E ; non-fully-qualified # 🎞 film frames,,,
:clapper:,1,1F3AC ; fully-qualified # 🎬 clapper board,,,
:performing-arts:,,1F3AD ; fully-qualified # 🎭 performing arts,,,
:ticket:,,1F3AB ; fully-qualified # 🎫 ticket,,,
:admission-tickets:,,1F39F FE0F ; fully-qualified # 🎟️ admission tickets,,,
:admission-tickets:,,1F39F ; non-fully-qualified # 🎟 admission tickets,,,
,,,,,
,,# group: Objects,,,
,,# subgroup: electrical,,,
:mobile-phone:,,1F4F1 ; fully-qualified # 📱 mobile phone,,,
:telephone:,,260E FE0F ; fully-qualified # ☎️ telephone,,,
:telephone:,,260E ; non-fully-qualified # ☎ telephone,,,
:telephone-receiver:,,1F4DE ; fully-qualified # 📞 telephone receiver,,,
:pager:,,1F4DF ; fully-qualified # 📟 pager,,,
:fax-machine:,,1F4E0 ; fully-qualified # 📠 fax machine,,,
:electric-plug:,,1F50C ; fully-qualified # 🔌 electric plug,,,
:battery-full:,1,1F50B ; fully-qualified # 🔋 battery,,,
